,ed2k://|file|[Miss.Pilot.E08-E011完结.2013][DIY粤语+HK.J2繁简中字][ABCD@TTG][43.68GB].iso|46903132160|3CDAFEF6445DE02B08369A75C7401695|h=QIRKZ5TO664J3OK7QJD25OP4JK4L6CZR|/
天书奇谭,ed2k://|file|[天书奇谭.The.Legend.of.Sealed.Book.2021][4K国版.自带次世代国语.简繁中字.追加简繁中英双语字幕.杜比视界][S][71.96GB].iso|77270876160|EEFD4E49ED4B1185A12F60B0F70570AB|h=HL2M5E4HHYYKG7ZURXEUJA2QC2UV6631|/
马哥波罗+大海盗,ed2k://|file|Marco.Polo.1975.The.Pirate.1973.GBR.Blu-ray.1080p.AVC.LPCM.2.0-DIY@Hero.iso|48101130240|72E1B0E89638FE4ECBDEFE65BEA8BC86|h=OYPIZDZGKZOJWFSKET5BCMWKQUGV6631|/
穿越武士,ed2k://|file|[穿越武士.A.Samurai.in.Time.2024][2D英版.追加简繁中英双语字幕][39.90GB].iso|42838786048|7DD40B0F3223008BE188AB7D5779210D|h=VDSS3U52NRBRJL4KHZIVNCAMSEOV6631|/
赤羽骨子的亲卫队,ed2k://|file|[赤羽骨子的亲卫队.AH.Bodyguard.Classroom.E-kmix.2024][2D日版.追加官方简繁中字][T][40.52GB].iso|43505115136|0BC05C7ED38637836FA666929555ECDB|h=IHVYB56RSK2X53I5QIJ5R72WPH3V6631|/
豪侠,ed2k://|file|[豪侠.Last.Hurrah.for.Chivalry.1979][2D英版.CC标准收藏版.自带次世代粤语.追加简繁中字][HDHome][38.00GB].iso|40806348800|5655277B9301E01A16197D023202247F|h=Z7OFKPET23ZBSOCGJCRQ6GDFUFGV6631|/
江城夏日,ed2k://|file|[江城夏日.Luxury.Car.2006][2D法版.自带次世代国语.无中字][21.34GB].iso|22916366336|364B83906135CF5AF784EE2A8E44046A|h=CIMZGJBUCMGDA34LBYL7CILJHUQV6631|/
怪兽8号,ed2k://|file|Kaiju.No.8.S01D01.2024.iso|23815782400|BC9F2D1BF190B2B8BDC2CBC2F7214A41|h=JH5GSDKF2SBS5X2B3SCFBLFMIQZYLRKS|/
,ed2k://|file|Kaiju.No.8.S01D02.2024.iso|25204097024|69A4C3D6B6E7E31E77CAB44B846A2FAC|h=76GHUWTOXOQT4NUFZZX6LQJ5FERLFHNZ|/
,ed2k://|file|Kaiju.No.8.S01D03.2024.iso|25042681856|E48DB1EA1DEF177A148A165EA5D9A584|h=D2SL42YNBA45XAYBVMYBUZROBDT3MS5P|/
,ed2k://|file|Kaiju.No.8.S01D04.2024.iso|25169297408|2B18620DB3180BD6115187DE7DDCDC4F|h=H6SHQ56BGKY3TPRSWJV7P4T26C54R2PH|/
三国,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD01_02_03_04.iso|44012470272|D681E3C6D74BD3D860C7C9D7EC0EA1FE|/
,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD05_06_07_08.iso|43212144640|42146A464039FEC6F5992EA407895D4B|/
,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD09_10.iso|22295674880|420A37F417BE033FA02535E5BEE07FA9|/
,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD11_12_13_14.iso|43253170176|4B2D7305319016BBF58F99D1875302BD|/
,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD15_16_17_18.iso|43056300032|BC24EBDB97257472C34793D1DAE577AA|/
,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD19_20.iso|22377988096|AB15D4F884E1F6F124D6BA822447F314|/
,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD21_22_23_24.iso|42989912064|48C3F06B507FA691A019EE62B5B9AB3A|/
,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD25_26_27_28.iso|43101061120|C75513B24213B95A6766C24EF516F3FC|/
,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD29_30_31_32.iso|43376836608|230A2ADEF799108CC230778DCB464B05|/
,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD33_34_35_36.iso|43007475712|8E4C59B12B83BA28DE63C89D526E1AE2|/
,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD37_38_39_40.iso|43044110336|9DF3536F4AA39A83851834D9E3492482|/
,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD41_42.iso|22287089664|6056CB9259A97C32D199E78F8C21887D|/
,ed2k://|file|新三国全2010 D43_44_45_46.iso|43067899904|8B66A06D98CBA730D7D16D182203735C|/
,ed2k://|file|新三国全2010 D47_48_49_50.iso|43103485952|058ADB67C7666DC7E30A05A3B04AD3B5|/
,ed2k://|file|新三国全2010 D51_52.iso|22316515328|DF78BA75348783A9F8B4BC3FDD869E1B|/
,ed2k://|file|新三国全2010 D53_54_55_56.iso|43185602560|2A16CDAC152B7744DBB5AB1E03E7CC5E|/
,ed2k://|file|新三国全2010 D57_58_59_60.iso|42748018688|BC262DE705810FDD49F3922FE5807591|/
,ed2k://|file|新三国全2010D61_62_63.iso|32602718208|833BBD8C52C6CEC6665EF993158F2506|/
,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD64_65_66_67.iso|43323097088|D0E31111E2FB7DC5732EF52BE7C1DE62|/
,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD68_69_70_71.iso|43104862208|7D1BA1B14366BF525208977A468A7CA4|/
,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD72_73.iso|22503424000|2989DDED88EDB8D0B83D40BF4BCDCDF9|/
